x_tokens,y_tokens
"['i', 'knew', 'it', 'was', 'plastic', 'but', 'it', 'tasted', 'like', 'wood']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'hope', ""you'll"", 'never', 'turn', 'communist']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'have', 'a', 'good', 'sense', 'of', 'humor']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['vous', 'devriez', 'savoir', ""qu'on"", 'ne', 'demande', 'pas', 'son', 'âge', 'à', 'une', 'dame']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['your', 'plan', 'seems', 'better', 'than', 'mine']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['le', 'comptable', 'ne', 'voulait', 'pas', 'admettre', ""l'erreur""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['un', 'vélo', 'rouille', 'si', 'tu', 'le', 'laisses', 'sous', 'la', 'pluie']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['you', 'should', 'have', 'come', 'home', 'before']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['la', 'stupéfaction', 'me', 'laissa', 'sans', 'voix']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['you', ""shouldn't"", 'talk', 'about', 'people', 'behind', 'their', 'backs']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['il', 'y', 'a', 'un', 'nombre', 'incalculable', 'de', 'corps', 'célestes', 'dans', ""l'espace""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['who', 'loves', 'not', 'women', 'wine', 'and', 'song', 'remains', 'a', 'fool', 'his', 'whole', 'life', 'long']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['my', 'heart', 'was', 'filled', 'with', 'happiness']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['many', 'men', 'went', 'west', 'in', 'search', 'of', 'gold']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['êtes-vous', 'fou']","['FR', 'FR']"
"['students', 'are', 'supposed', 'to', 'study', 'hard']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'wish', 'you', 'had', 'told', 'me', 'the', 'truth']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['la', 'clarté', 'du', 'ciel', 'indiquait', 'que', 'la', 'tempête', 'était', 'passée']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['tu', 'dois', 'réfléchir', 'à', 'quelle', 'sorte', 'de', 'travail', 'tu', 'veux', 'faire']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['how', 'many', 'close', 'friends', 'do', 'you', 'have']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['most', 'schools', 'were', 'designed', 'not', 'to', 'transform', 'society', 'but', 'to', 'reproduce', 'it']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'could', 'count', 'to', 'ten', 'when', 'you', 'were', 'two', 'years', 'old']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['who', 'wants', 'some', 'hot', 'chocolate']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['what', 'did', 'you', 'go', 'there', 'for']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['on', 'dit', 'que', 'fumer', 'est', 'mauvais', 'pour', 'votre', 'santé']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['si', ""j'avais"", 'assez', ""d'argent"", ""j'irais"", 'à', ""l'étranger""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['if', 'i', 'had', 'had', 'enough', 'money', 'i', 'would', 'have', 'bought', 'the', 'book']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['we', 'must', 'always', 'do', 'our', 'best']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['venez', 'me', 'voir', 'quand', 'cela', 'vous', 'convient']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""you've"", 'been', 'properly', 'led', 'up', 'the', 'garden', 'path']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['anyone', 'breaking', 'the', 'rules', 'will', 'be', 'asked', 'to', 'leave', 'on', 'the', 'spot']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['the', 'colors', 'of', 'the', 'sea', 'and', 'the', 'sky', 'blend', 'into', 'one', 'another']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['english', 'is', 'not', 'my', 'native', 'language']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['charge', 'this', 'bill', 'to', 'me']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['your', ""driver's"", 'license', 'has', 'expired']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['vous', 'auriez', 'dû', 'être', 'plus', 'prudent']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'am', 'looking', 'forward', 'to', 'hearing', 'from', 'you', 'soon']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['tu', 'ferais', 'mieux', 'de', 'consulter', 'un', 'docteur']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""he's"", 'very', 'sexy']","['EN', 'EN', 'EN']"
"['the', 'rain', 'stopped', 'at', 'last']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'are', 'old', 'enough', 'to', 'know', 'better', 'than', 'to', 'act', 'like', 'that']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['turn', 'right', 'at', 'the', 'crossroad']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['if', 'the', 'car', 'breaks', 'down', ""we'll"", 'walk']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""it's"", 'a', 'word', ""i'd"", 'like', 'to', 'find', 'a', 'substitute', 'for']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['vous', 'avez', 'un', 'stylo']","['FR', 'FR', 'FR', 'FR']"
"['où', 'donc', 'as-tu', 'trouvé', 'cette', 'clé']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'have', 'absolute', 'trust', 'in', 'you']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['your', 'success', 'depends', 'upon', 'whether', 'you', 'work', 'hard', 'or', 'not']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['how', 'many', 'are', 'there', 'in', 'your', 'class']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['si', 'vous', 'ne', 'nous', 'écoutez', 'pas', 'il', 'nous', 'faudra', 'avoir', 'recours', 'à', 'la', 'coercition']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['come', 'closer', 'and', 'have', 'a', 'good', 'look', 'at', 'this', 'picture']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['que', 'se', 'passera-t-il', 'si', 'nous', 'devions', 'échouer']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['for', 'a', 'while', 'i', 'was', 'really', 'into', 'cola', 'drinking', 'it', 'every', 'day']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'want', 'to', 'buy', 'a', 'more', 'expensive', 'watch']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['my', ""wife's"", 'part-time', 'job', 'brings', 'in', 'a', 'little', 'extra', 'money']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['pas', 'de', 'vie', 'sans', 'musique']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['in', 'case', 'of', 'fire', 'break', 'the', 'glass', 'and', 'push', 'the', 'red', 'button']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""it's"", 'cold', 'it', 'was', 'foolish', 'of', 'you', 'not', 'to', 'bring', 'your', 'coat']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['tu', ""l'as"", 'fait']","['FR', 'FR', 'FR']"
"['la', 'fumée', ""s'élevait"", 'dans', 'les', 'airs']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'love', 'you']","['EN', 'EN', 'EN']"
"['vous', ""n'aimez"", 'pas', 'le', 'chocolat', ""n'est-ce"", 'pas']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['nous', 'devrions', 'faire', 'tous', 'les', 'efforts', 'possibles', 'pour', 'maintenir', 'la', 'paix', 'dans', 'le', 'monde']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['they', 'say', 'that', 'he', 'hates', 'to', 'study']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['would', 'you', 'mind', 'speaking', 'more', 'slowly']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""what's"", 'the', 'matter', 'asked', 'the', 'little', 'white', 'rabbit']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'want', 'a', 'quart', 'of', 'milk']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['vous', 'paraissez', 'très', 'dignes']","['FR', 'FR', 'FR', 'FR']"
"['à', 'quelle', 'heure', 'allez-vous', 'au', 'lit']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['je', 'dois', 'rattraper', 'le', 'temps', 'perdu', 'en', 'conduisant', 'vite']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['tu', 'peux', 'raconter', 'ce', 'que', 'tu', 'veux', 'mais', 'tu', ""n'arriveras"", 'jamais', 'à', 'me', 'convaincre']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['english', 'is', 'a', 'language', 'spoken', 'all', 'over', 'the', 'world']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""j'ignorais"", 'que', 'les', 'pommiers', 'croissaient', 'à', 'partir', 'de', 'graines']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['you', 'have', 'a', 'bright', 'future']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['come', 'along', 'with', 'us', 'if', 'you', 'like']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['we', 'must', 'defend', 'our', 'freedom', 'at', 'all', 'cost']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['our', 'success', 'was', 'due', 'in', 'part', 'to', 'good', 'luck']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['nous', 'avons', 'pris', ""l'avion"", 'pour', 'paris', 'où', 'nous', 'sommes', 'restés', 'une', 'semaine']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['at', 'best', 'we', 'can', 'only', 'hope', 'for', 'a', 'small', 'profit']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""j'ai"", 'dû', 'rester', 'au', 'lit', 'toute', 'la', 'journée']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'took', 'your', 'umbrella', 'by', 'mistake']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'want', 'to', 'drink', 'something', 'cold']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['il', 'ne', 'faut', 'pas', 'réveiller', 'le', 'chien', 'qui', 'dort']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
['levez-vous'],['FR']
"['oui', 'du', 'jus', ""d'orange"", ""s'il"", 'vous', 'plait', 'dit', 'mike']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['où', 'se', 'trouve', 'le', 'syndicat', ""d'initiative""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['la', 'nourriture', 'doit', 'être', 'bien', 'mastiquée', 'pour', 'être', 'digérée', 'correctement']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['nous', 'sommes', 'allés', 'à', 'londres', ""l'année"", 'dernière']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['il', ""n'y"", 'a', 'pas', 'le', 'feu', 'au', 'lac']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['ne', 'lui', 'as-tu', 'pas', 'écrit', 'une', 'lettre']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['if', 'i', 'had', '25', 'more', 'income', ""i'd"", 'be', 'more', 'satisfied', 'with', 'my', 'life']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['european', 'currencies', 'weakened', 'against', 'the', 'dollar']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['do', 'you', 'wash', 'your', 'hands', 'before', 'meals']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['tu', 'aurais', 'dû', 'me', 'le', 'dire', 'depuis', 'longtemps']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'accept', 'but', 'only', 'under', 'one', 'condition']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['the', 'candle', 'went', 'out', 'by', 'itself']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['english', 'is', 'studied', 'in', 'china', 'too']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['richard', 'roberts', 'is', 'the', 'author', 'of', 'numerous', 'books']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""j'évite"", 'de', 'traverser', 'la', 'rue', 'ici', 'si', 'je', 'suis', 'pressé']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['une', 'langue', 'étrangère', 'ne', 'peut', 'être', 'maîtrisée', 'en', 'un', 'an', 'et', 'quelques']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['tu', 'es', 'vraiment', 'désespérant']","['FR', 'FR', 'FR', 'FR']"
"['i', 'refuse', 'to', 'be', 'treated', 'like', 'a', 'slave', 'by', 'you']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['serrons-nous', 'la', 'main', 'et', 'soyons', 'amis']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['rules', 'are', 'to', 'be', 'observed']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'have', 'only', 'to', 'read', 'a', 'few', 'pages', 'of', 'this', 'book']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['if', 'your', 'answer', 'is', 'correct', 'it', 'follows', 'that', 'mine', 'is', 'wrong']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['teach', 'me', 'some', 'kanji', 'please']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['get', 'up']","['EN', 'EN']"
"['la', 'vie', ""c'est"", 'ce', 'qui', 'se', 'passe', 'pendant', 'que', 'tu', 'es', 'occupée', 'à', 'faire', ""d'autres"", 'plans']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['what', 'are', 'you', 'laughing', 'at', ""it's"", 'a', 'fact', 'no', 'kidding']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['le', 'docteur', 'a', 'continué', 'à', 'observer', 'le', 'comportement', 'du', 'patient']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['what', 'is', 'it', 'that', 'you', 'want']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""it's"", 'going', 'to', 'rain', 'look', 'at', 'those', 'dark', 'clouds']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['we', 'were', 'sweating', 'in', 'the', 'heat']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['aoi', 'est', 'devenue', 'danseuse']","['FR', 'FR', 'FR', 'FR']"
"['how', 'are', 'you', 'getting', 'along', 'these', 'days']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['it', 'is', 'difficult', 'to', 'keep', 'up', 'a', 'conversation', 'with', 'someone', 'who', 'only', 'says', 'yes', 'and', 'no']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['a', 'cubic', 'meter', 'corresponds', 'to', '1000', 'liters']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""j'étais"", 'trop', 'étonné', 'pour', 'parler']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['smith', 'a', 'passé', 'des', 'années', 'à', 'étudier', ""l'effet"", 'du', 'sommeil', 'et', 'du', 'manque', 'de', 'sommeil', 'sur', 'la', 'mémoire', 'et', ""l'apprentissage""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['stay', 'here', 'with', 'us']","['EN', 'EN', 'EN', 'EN']"
"['je', 'ne', 'sais', 'pas', 'parler', 'anglais', 'et', 'encore', 'moins', 'espagnol']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['hâte-toi', 'lentement']","['FR', 'FR']"
"['meg', 'called', 'you', 'during', 'your', 'absence']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""i'm"", 'looking', 'forward', 'to', 'seeing', 'you', 'soon']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['how', 'long', 'are', 'you', 'going', 'to', 'stay', 'here']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['quel', 'est', 'le', 'poids', 'de', 'votre', 'valise']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['il', 'y', 'a', 'peut-être', 'du', 'vrai', 'dans', 'ce', 'que', 'tu', 'dis']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['la', 'nuit', 'tous', 'les', 'chats', 'sont', 'gris']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'hurried', 'home']","['EN', 'EN', 'EN']"
"['a', 'fire', 'broke', 'out', 'in', 'the', 'neighborhood', 'yesterday']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['pour', 'être', 'franc', ""j'ai"", 'le', 'vertige', 'tu', 'es', 'un', 'trouillard']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['vous', 'êtes', 'trop', 'suspicieux', 'de', 'tout']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['you', 'can', 'rely', 'on', 'him', 'he', 'never', 'lets', 'you', 'down']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""don't"", 'you', 'have', 'a', 'sense', 'of', 'justice']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""j'aimerais"", 'avoir', 'des', 'informations', 'plus', 'détaillées']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', ""can't"", 'wait', 'any', 'more']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['le', 'soleil', 'se', 'leva', 'sur', 'la', 'mer']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['évitez', 'de', 'traverser', 'cette', 'rue', 'quand', 'il', 'pleut']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['thank', 'you', 'for', 'your', 'interest']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['je', 'vais', 'm', 'acheter', 'un', 'nouvel', 'appareil', 'photo', 'numérique', 'cette', 'fois']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""you're"", 'irresistible']","['EN', 'EN']"
"['richard', 'roberts', 'est', ""l'auteur"", 'de', 'nombreux', 'livres']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['nous', 'avons', 'voté', 'pour', 'la', 'candidate']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['la', 'seconde', 'moitié', 'de', 'la', 'vie', ""d'un"", 'homme', ""n'est"", 'composée', 'de', 'rien', 'sauf', 'des', 'habitudes', ""qu'il"", 'a', 'acquises', 'pendant', 'la', 'première', 'moitié']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['des', 'places', 'sont-elles', 'disponibles']","['FR', 'FR', 'FR', 'FR']"
"['do', 'you', 'feel', 'like', 'going', 'swimming']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['whoever', 'goes', 'to', 'church', 'believes', 'in', 'god']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['linda', 'can', 'dance', 'as', 'well', 'as', 'meg']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['nous', 'avons', 'été', 'incapables', 'de', 'les', 'joindre', ""jusqu'à"", 'ce', ""qu'il"", 'soit', 'trop', 'tard']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['duty', 'should', 'come', 'before', 'anything', 'else']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""it's"", 'ten', 'minutes', 'walk', 'to', 'the', 'station']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""he's"", 'a', 'good', 'person']","['EN', 'EN', 'EN', 'EN']"
"['marriages', 'are', 'made', 'in', 'heaven']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'never', 'have', 'time', 'for', 'important', 'things']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['il', 'est', 'resté', 'en', 'vie', 'quand', ""l'équipe"", 'de', 'secours', 'est', 'arrivée']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['tu', 'as', 'beaucoup', 'de', 'courage']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['round', 'trip', 'only', 'one-way']","['EN', 'EN', 'EN', 'EN']"
"['notre', 'entreprise', 'a', 'le', 'projet', 'de', 'construire', 'une', 'nouvelle', 'usine', 'chimique', 'en', 'russie']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['combien', 'cela', 'coûte-t-il', 'en', 'plus', 'de', 'laisser', 'la', 'voiture', 'de', 'location', 'à', 'un', 'autre', 'endroit']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['you', 'may', 'swim', 'now']","['EN', 'EN', 'EN', 'EN']"
"['muiriel', 'likes', 'to', 'annoy', 'me', 'lately']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['it', 'is', 'a', 'great', 'pleasure', 'being', 'with', 'you']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'should', 'have', 'come', 'a', 'little', 'earlier']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['ne', 'fais', 'pas', 'de', 'bruit']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['you', 'are', 'not', 'the', 'only', 'one', 'responsible', 'for', 'it', 'i', 'am', 'too']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['we', 'will', 'never', 'countenance', 'terrorism']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['tu', ""n'as"", 'pas', 'du', 'tout', 'changé']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['can', 'you', 'speak', 'french']","['EN', 'EN', 'EN', 'EN']"
"['it', 'is', 'very', 'hot', 'today']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['je', 'ne', 'sais', 'pas', 'tout', ""s'est"", 'passé', 'si', 'vite']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""j'ai"", 'une', 'arête', 'coincée', 'dans', 'ma', 'gorge']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['the', 'athletic', 'meet', 'was', 'postponed', 'due', 'to', 'rain']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['he', 'is', 'rich', 'yet', 'he', 'lives', 'like', 'a', 'beggar']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'missed', 'a', 'step', 'on', 'the', 'stairs', 'and', ""i'm"", 'afraid', 'i', 'sprained', 'my', 'ankle']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['what', 'should', 'i', 'eat']","['EN', 'EN', 'EN', 'EN']"
"['je', 'ne', ""l'ai"", 'pas', 'vu', 'depuis', 'longtemps']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
